kode_produk,nama_produk,kategori,harga,stok
PRD0252,Panci,Perlengkapan Rumah,83014,107
PRD0253,Wajan,Perlengkapan Rumah,345367,26
PRD0254,Stoples,Perlengkapan Rumah,439095,126
PRD0255,Rak Piring,Perlengkapan Rumah,324779,105
PRD0256,Serbet,Perlengkapan Rumah,494334,72
PRD0257,Sikat Gigi,Perlengkapan Rumah,19152,177
PRD0258,Pasta Gigi,Perlengkapan Rumah,196264,56
PRD0259,Sabun Mandi,Perlengkapan Rumah,234460,114
PRD0260,Shampoo,Perlengkapan Rumah,125791,93
PRD0261,Masker,Kesehatan,54090,176
PRD0262,Hand Sanitizer,Kesehatan,194589,140
PRD0263,Vitamin C,Kesehatan,474748,166
PRD0264,Minyak Kayu Putih,Kesehatan,190048,16
PRD0265,Plester,Kesehatan,210739,71
PRD0266,Perban,Kesehatan,101514,32
PRD0267,Obat Flu,Kesehatan,499554,117
PRD0268,Obat Batuk,Kesehatan,50063,170
PRD0269,Minuman Herbal,Kesehatan,113204,165
PRD0270,Suplemen,Kesehatan,337278,153
PRD0271,Multivitamin,Kesehatan,13197,13
PRD0272,Minyak Ikan,Kesehatan,414506,86
PRD0273,Salep Luka,Kesehatan,129700,33
PRD0274,Obat Nyamuk,Kesehatan,414603,145
PRD0275,Lotion,Kesehatan,109586,18
PRD0276,Tabir Surya,Kesehatan,437063,196
PRD0277,Vitamin E,Kesehatan,292564,54
PRD0278,Probiotik,Kesehatan,309433,56
PRD0279,Antasida,Kesehatan,428273,60
PRD0280,Parasetamol,Kesehatan,174259,199
PRD0281,Bola Basket,Olahraga,79360,153
PRD0282,Bola Voli,Olahraga,3486,71
PRD0283,Raket Badminton,Olahraga,452052,38
PRD0284,Kok Bulu Tangkis,Olahraga,70153,139
PRD0285,Matras Yoga,Olahraga,133414,45
PRD0286,Dumbbell,Olahraga,59633,170
PRD0287,Skipping,Olahraga,456268,7
PRD0288,Botol Minum,Olahraga,71102,4
PRD0289,Hand Grip,Olahraga,189822,61
PRD0290,Resistance Band,Olahraga,310728,83
PRD0291,Peluit,Olahraga,10273,45
PRD0292,Stopwatch,Olahraga,141129,14
PRD0293,Kaos Olahraga,Olahraga,68457,190
PRD0294,Handuk,Olahraga,222704,135
PRD0295,Sepatu Lari,Olahraga,61584,191
PRD0296,Tas Gym,Olahraga,35322,122
PRD0297,Topi Olahraga,Olahraga,237025,200
PRD0298,Gelang Keringat,Olahraga,191812,132
PRD0299,Sarung Tangan,Olahraga,313251,28
PRD0300,Bola Sepak,Olahraga,238981,129
PRD0301,Boneka,Mainan,118155,158
PRD0302,Mobil Mobilan,Mainan,24735,187
PRD0303,Puzzle,Mainan,412636,169
PRD0304,LEGO,Mainan,275390,78
PRD0305,Rubik,Mainan,242146,165
PRD0306,Yo Yo,Mainan,18331,16
PRD0307,Lato Lato,Mainan,253124,103
PRD0308,Ketapel,Mainan,225490,176
PRD0309,Kapal Kapalan,Mainan,58603,126
PRD0310,Layang Layang,Mainan,375503,114
PRD0311,Kelereng,Mainan,40530,21
PRD0312,Ular Tangga,Mainan,170879,156
PRD0313,Monopoli,Mainan,79769,17
PRD0314,Uno Cards,Mainan,68160,71
PRD0315,Katapel,Mainan,329322,163
PRD0316,Tamiya,Mainan,308899,141
PRD0317,Beyblade,Mainan,375373,84
PRD0318,Slime,Mainan,201703,153
PRD0319,Playdoh,Mainan,280164,76
PRD0320,Balon,Mainan,239877,130
PRD0321,Kabel USB,Elektronik,319418,111
PRD0322,Charger HP,Elektronik,53998,180
PRD0323,Power Bank,Elektronik,61985,168
PRD0324,Mouse Wireless,Elektronik,343267,197
PRD0325,Keyboard,Elektronik,291058,185
PRD0326,Headset,Elektronik,455767,56
PRD0327,Speaker Bluetooth,Elektronik,227480,116
PRD0328,Kipas Angin Mini,Elektronik,467615,59
PRD0329,Lampu LED,Elektronik,218957,87
PRD0330,Adaptor,Elektronik,435805,117
PRD0331,Kabel HDMI,Elektronik,211049,107
PRD0332,Card Reader,Elektronik,384527,25
PRD0333,USB Hub,Elektronik,165865,110
PRD0334,Mouse Pad,Elektronik,165852,171
PRD0335,Webcam,Elektronik,135635,96
PRD0336,Microphone,Elektronik,82026,176
PRD0337,Remote TV,Elektronik,485909,122
PRD0338,Baterai AA,Elektronik,37197,24
PRD0339,Baterai AAA,Elektronik,438088,22
PRD0340,Charger Mobil,Elektronik,50879,111
PRD0341,Mie Instan,Makanan,52627,191
PRD0342,Biskuit,Makanan,389341,96
PRD0343,Keripik Kentang,Makanan,427600,34
PRD0344,Cokelat Batang,Makanan,293698,16
PRD0345,Permen,Makanan,309476,144
PRD0346,Kacang Goreng,Makanan,296483,85
PRD0347,Roti Tawar,Makanan,353279,32
PRD0348,Sereal,Makanan,217382,91
PRD0349,Abon Sapi,Makanan,460021,171
PRD0350,Dendeng,Makanan,495423,193
PRD0351,Kerupuk Udang,Makanan,223740,185
PRD0352,Kue Kering,Makanan,28972,74
PRD0353,Selai Kacang,Makanan,316787,80
PRD0354,Madu,Makanan,186363,27
PRD0355,Tepung Terigu,Makanan,304995,130
PRD0356,Gula Pasir,Makanan,113536,40
PRD0357,Kopi Bubuk,Makanan,346318,124
PRD0358,Teh Celup,Makanan,119568,28
PRD0359,Susu Bubuk,Makanan,185560,143
PRD0360, Agar-agar,Makanan,194707,30
PRD0361,Air Mineral,Minuman,401824,72
PRD0362,Jus Jeruk,Minuman,302993,58
PRD0363,Soft Drink,Minuman,425216,110
PRD0364,Teh Botol,Minuman,445104,144
PRD0365,Kopi Instan,Minuman,404355,160
PRD0366,Susu UHT,Minuman,323689,173
PRD0367,Yogurt,Minuman,338959,143
PRD0368,Minuman Isotonik,Minuman,15764,156
PRD0369,Sirup,Minuman,489107,169
PRD0370,Soda,Minuman,436876,178
PRD0371,Jus Mangga,Minuman,142219,8
PRD0372,Jus Apel,Minuman,96589,70
PRD0373,Minuman Berenergi,Minuman,370416,196
PRD0374,Air Kelapa,Minuman,163996,87
PRD0375,Susu Kedelai,Minuman,186037,2
PRD0376,Jahe Instan,Minuman,97108,37
PRD0377,Cincau,Minuman,298915,169
PRD0378,Es Krim,Minuman,212126,18
PRD0379,Milkshake,Minuman,76383,190
PRD0380,Kefir,Minuman,333964,8
PRD0381,Pensil 2B,Alat Tulis,50107,192
PRD0382,Bolpoin Hitam,Alat Tulis,280125,56
PRD0383,Penghapus,Alat Tulis,199234,108
PRD0384,Penggaris,Alat Tulis,239841,88
PRD0385,Buku Tulis,Alat Tulis,84527,95
PRD0386,Spidol,Alat Tulis,165387,185
PRD0387,Stabilo,Alat Tulis,172070,199
PRD0388,Lem Kertas,Alat Tulis,495568,146
PRD0389,Gunting,Alat Tulis,314592,22
PRD0390,Cutter,Alat Tulis,465125,14
PRD0391,Amplop,Alat Tulis,83568,41
PRD0392,Kertas HVS,Alat Tulis,397541,159
PRD0393,Map Plastik,Alat Tulis,28089,173
PRD0394,Binder,Alat Tulis,44772,70
PRD0395,Klip Kertas,Alat Tulis,234318,170
PRD0396,Isi Staples,Alat Tulis,224305,125
PRD0397,Tipe-X,Alat Tulis,320282,114
PRD0398,Pensil Warna,Alat Tulis,219151,70
PRD0399,Krayon,Alat Tulis,115020,194
PRD0400,Cat Air,Alat Tulis,270617,30
PRD0401,Sapu,Perlengkapan Rumah,182969,111
PRD0402,Pel,Perlengkapan Rumah,60138,73
PRD0403,Ember,Perlengkapan Rumah,357581,174
PRD0404,Lap Mikrofiber,Perlengkapan Rumah,312973,125
PRD0405,Gelas Kaca,Perlengkapan Rumah,278265,171
PRD0406,Piring,Perlengkapan Rumah,163700,12
PRD0407,Mangkok,Perlengkapan Rumah,117615,102
PRD0408,Sendok Set,Perlengkapan Rumah,316218,15
PRD0409,Garpu,Perlengkapan Rumah,6030,53
PRD0410,Pisau Dapur,Perlengkapan Rumah,160030,55
PRD0411,Talenan,Perlengkapan Rumah,404312,36
PRD0412,Panci,Perlengkapan Rumah,402640,66
PRD0413,Wajan,Perlengkapan Rumah,153753,84
PRD0414,Stoples,Perlengkapan Rumah,64906,2
PRD0415,Rak Piring,Perlengkapan Rumah,262773,192
PRD0416,Serbet,Perlengkapan Rumah,227787,45
PRD0417,Sikat Gigi,Perlengkapan Rumah,69730,98
PRD0418,Pasta Gigi,Perlengkapan Rumah,281226,181
PRD0419,Sabun Mandi,Perlengkapan Rumah,122644,129
PRD0420,Shampoo,Perlengkapan Rumah,294932,172
PRD0421,Masker,Kesehatan,424681,91
PRD0422,Hand Sanitizer,Kesehatan,39788,102
PRD0423,Vitamin C,Kesehatan,453812,190
PRD0424,Minyak Kayu Putih,Kesehatan,24178,112
PRD0425,Plester,Kesehatan,11825,118
PRD0426,Perban,Kesehatan,484954,20
PRD0427,Obat Flu,Kesehatan,453993,81
PRD0428,Obat Batuk,Kesehatan,303863,110
PRD0429,Minuman Herbal,Kesehatan,302626,104
PRD0430,Suplemen,Kesehatan,373981,164
PRD0431,Multivitamin,Kesehatan,220991,75
PRD0432,Minyak Ikan,Kesehatan,62384,104
PRD0433,Salep Luka,Kesehatan,12934,84
PRD0434,Obat Nyamuk,Kesehatan,92111,159
PRD0435,Lotion,Kesehatan,243223,177
PRD0436,Tabir Surya,Kesehatan,484224,93
PRD0437,Vitamin E,Kesehatan,48205,112
PRD0438,Probiotik,Kesehatan,444753,28
PRD0439,Antasida,Kesehatan,129567,112
PRD0440,Parasetamol,Kesehatan,310738,103
PRD0441,Bola Basket,Olahraga,276707,21
PRD0442,Bola Voli,Olahraga,209495,80
PRD0443,Raket Badminton,Olahraga,393016,87
PRD0444,Kok Bulu Tangkis,Olahraga,118167,86
PRD0445,Matras Yoga,Olahraga,410482,44
PRD0446,Dumbbell,Olahraga,42044,131
PRD0447,Skipping,Olahraga,333992,30
PRD0448,Botol Minum,Olahraga,280189,131
PRD0449,Hand Grip,Olahraga,103661,199
PRD0450,Resistance Band,Olahraga,185173,90
PRD0451,Peluit,Olahraga,383356,166
PRD0452,Stopwatch,Olahraga,429314,38
PRD0453,Kaos Olahraga,Olahraga,125872,27
PRD0454,Handuk,Olahraga,78778,66
PRD0455,Sepatu Lari,Olahraga,105427,45
PRD0456,Tas Gym,Olahraga,317830,40
PRD0457,Topi Olahraga,Olahraga,400571,195
PRD0458,Gelang Keringat,Olahraga,345675,20
PRD0459,Sarung Tangan,Olahraga,94875,198
PRD0460,Bola Sepak,Olahraga,331226,127
PRD0461,Boneka,Mainan,245245,194
PRD0462,Mobil Mobilan,Mainan,297559,195
PRD0463,Puzzle,Mainan,305808,115
PRD0464,LEGO,Mainan,359110,145
PRD0465,Rubik,Mainan,339112,163
PRD0466,Yo Yo,Mainan,329429,83
PRD0467,Lato Lato,Mainan,455114,161
PRD0468,Ketapel,Mainan,167747,39
PRD0469,Kapal Kapalan,Mainan,232562,18
PRD0470,Layang Layang,Mainan,247849,114
PRD0471,Kelereng,Mainan,333027,78
PRD0472,Ular Tangga,Mainan,419506,71
PRD0473,Monopoli,Mainan,312074,15
PRD0474,Uno Cards,Mainan,186519,130
PRD0475,Katapel,Mainan,40897,80
PRD0476,Tamiya,Mainan,244086,116
PRD0477,Beyblade,Mainan,21717,15
PRD0478,Slime,Mainan,195324,74
PRD0479,Playdoh,Mainan,42229,166
PRD0480,Balon,Mainan,455115,24
PRD0481,Kabel USB,Elektronik,324441,153
PRD0482,Charger HP,Elektronik,267849,99
PRD0483,Power Bank,Elektronik,244594,149
PRD0484,Mouse Wireless,Elektronik,292621,190
PRD0485,Keyboard,Elektronik,471697,11
PRD0486,Headset,Elektronik,237789,147
PRD0487,Speaker Bluetooth,Elektronik,343750,49
PRD0488,Kipas Angin Mini,Elektronik,170572,155
PRD0489,Lampu LED,Elektronik,251366,129
PRD0490,Adaptor,Elektronik,81094,16
PRD0491,Kabel HDMI,Elektronik,238203,27
PRD0492,Card Reader,Elektronik,427180,88
PRD0493,USB Hub,Elektronik,376507,22
PRD0494,Mouse Pad,Elektronik,266528,166
PRD0495,Webcam,Elektronik,92470,11
PRD0496,Microphone,Elektronik,131889,182
PRD0497,Remote TV,Elektronik,231511,113
PRD0498,Baterai AA,Elektronik,276762,134
PRD0499,Baterai AAA,Elektronik,321713,41
PRD0500,Charger Mobil,Elektronik,192787,96
PRD0501,Mie Instan,Makanan,483263,73
PRD0502,Biskuit,Makanan,205117,105
PRD0503,Keripik Kentang,Makanan,408042,87
PRD0504,Cokelat Batang,Makanan,357937,154
PRD0505,Permen,Makanan,29454,162
PRD0506,Kacang Goreng,Makanan,341374,86
PRD0507,Roti Tawar,Makanan,36556,85
PRD0508,Sereal,Makanan,51548,143
PRD0509,Abon Sapi,Makanan,357666,99
PRD0510,Dendeng,Makanan,150974,65
PRD0511,Kerupuk Udang,Makanan,381444,169
PRD0512,Kue Kering,Makanan,477184,155
PRD0513,Selai Kacang,Makanan,459850,39
PRD0514,Madu,Makanan,176777,21
PRD0515,Tepung Terigu,Makanan,307523,170
PRD0516,Gula Pasir,Makanan,76149,90
PRD0517,Kopi Bubuk,Makanan,164650,168
PRD0518,Teh Celup,Makanan,368204,170
PRD0519,Susu Bubuk,Makanan,207498,34
PRD0520, Agar-agar,Makanan,313972,182
PRD0521,Air Mineral,Minuman,493783,22
PRD0522,Jus Jeruk,Minuman,164310,144
PRD0523,Soft Drink,Minuman,199488,165
PRD0524,Teh Botol,Minuman,417058,85
PRD0525,Kopi Instan,Minuman,428343,33
PRD0526,Susu UHT,Minuman,353333,180
PRD0527,Yogurt,Minuman,436613,190
PRD0528,Minuman Isotonik,Minuman,361354,135
PRD0529,Sirup,Minuman,50996,166
PRD0530,Soda,Minuman,353512,109
PRD0531,Jus Mangga,Minuman,268594,93
PRD0532,Jus Apel,Minuman,11558,93
PRD0533,Minuman Berenergi,Minuman,163934,47
PRD0534,Air Kelapa,Minuman,114298,88
PRD0535,Susu Kedelai,Minuman,498851,197
PRD0536,Jahe Instan,Minuman,256946,50
PRD0537,Cincau,Minuman,120773,36
PRD0538,Es Krim,Minuman,83235,20
PRD0539,Milkshake,Minuman,157080,26
PRD0540,Kefir,Minuman,268175,198
PRD0541,Pensil 2B,Alat Tulis,284995,190
PRD0542,Bolpoin Hitam,Alat Tulis,465303,135
PRD0543,Penghapus,Alat Tulis,21790,170
PRD0544,Penggaris,Alat Tulis,178561,197
PRD0545,Buku Tulis,Alat Tulis,326026,34
PRD0546,Spidol,Alat Tulis,315129,97
PRD0547,Stabilo,Alat Tulis,82872,42
PRD0548,Lem Kertas,Alat Tulis,96815,178
PRD0549,Gunting,Alat Tulis,406277,160
PRD0550,Cutter,Alat Tulis,426171,43
PRD0551,Amplop,Alat Tulis,380107,113
PRD0552,Kertas HVS,Alat Tulis,24907,106
PRD0553,Map Plastik,Alat Tulis,192997,174
PRD0554,Binder,Alat Tulis,379270,61
PRD0555,Klip Kertas,Alat Tulis,234888,157
PRD0556,Isi Staples,Alat Tulis,151384,193
PRD0557,Tipe-X,Alat Tulis,394448,115
PRD0558,Pensil Warna,Alat Tulis,124684,137
PRD0559,Krayon,Alat Tulis,127393,80
PRD0560,Cat Air,Alat Tulis,425951,121
PRD0561,Sapu,Perlengkapan Rumah,475942,50
PRD0562,Pel,Perlengkapan Rumah,194854,174
PRD0563,Ember,Perlengkapan Rumah,498568,147
PRD0564,Lap Mikrofiber,Perlengkapan Rumah,232999,119
PRD0565,Gelas Kaca,Perlengkapan Rumah,405407,73
